x1,x2,x3,x4,x5,y
-0.879460036,0.376587313,2.107470216,0.790528455,-0.396861005,-1.000668067
-0.029629725,-2.497355293,0.102230105,-1.096878565,-1.133392608,2.119950448
0.125855813,0.504497157,-0.005994604,1.340169779,-0.221990479,2.232401602
0.580971718,0.38598433,-1.653003019,1.58018203,0.577115913,5.919917856
0.980620466,-0.188708955,0.158566971,-0.979071191,-1.491391514,2.011327979
1.09831292,-1.78088127,-0.236836361,-0.601013361,1.116174204,3.034695444
0.187281807,-1.25469963,-0.358061216,0.099513101,0.01978942,0.020972491
0.845026926,-0.554223683,2.990822265,2.474556134,-0.292699906,-1.983148071
-0.385348745,-0.237627448,0.897559589,-1.332530815,-0.268226937,-1.424638471
-0.566128135,0.065461975,2.24325992,-1.18383786,-0.116277995,-3.057396301
0.005058278,-3.429483703,-1.182261375,0.193274198,-0.028400046,4.261693871
1.209422618,-0.780367386,0.35278317,2.139589186,0.061650658,1.244582869
1.663663209,-0.965338921,0.211514572,-0.389231123,0.891872825,2.871417834
-0.226996727,0.624559277,-0.39384815,1.792813352,-0.058544881,1.880089419
1.714657219,0.040151039,1.313519429,0.803166369,-0.972610843,0.809358902
0.138818443,-1.191680564,1.055501851,0.141722501,-0.434131351,-0.666355977
-0.477621895,1.160860765,3.546734686,0.550250058,-0.56311738,-5.336502362
-1.736337411,-0.938366541,1.14831868,0.60391286,-0.410070922,-0.78319992
-0.57741218,-0.330952319,1.148967468,-1.161047716,-0.67062539,-0.740607987
0.757657119,-0.256555033,2.306651128,0.612880383,0.43207592,-0.081724339
-1.509502791,-0.594653452,1.082487104,-0.721694416,-1.138494667,-3.266852223
0.705349282,0.076659396,-0.755108661,0.259633293,0.041324548,2.211836585
1.093351624,-0.459414884,2.997469095,0.895698018,-1.757988258,-1.236385807
0.258688914,-0.521404032,0.338423886,1.226374601,0.030272701,0.295334556
-0.385417687,-1.476093641,-0.249295478,0.795806205,-0.088294573,0.830417654
1.873279955,-0.834768003,-0.131263513,1.765348004,0.950830998,5.410921282
0.835363896,-0.267761326,2.126146758,0.337326261,0.344678659,0.851139505
-1.89086925,0.333437135,1.869397443,1.836119035,0.144211711,-2.064655296
-1.053414476,-0.252224597,0.937795205,0.129772512,-2.440693789,-3.400314835
0.614719199,0.329940914,-0.788138365,0.7353093,-0.069372142,3.838000499
1.458733213,-0.125538644,0.644056874,-0.78560352,-0.012327601,0.910416749
1.733189357,-2.617337807,0.847766466,0.9380846,-0.679510874,0.577947492
0.203025196,-0.393170988,0.828542686,0.979955661,-2.196485553,-1.775295666
1.670200023,0.109705088,0.630346542,-0.10638772,0.56399065,2.603377816
1.530963808,0.340795112,2.442584014,-1.217732303,0.208056825,0.607271693
-0.405982346,0.010602525,0.506223357,-0.85224237,-0.521988576,-0.287261357
1.314737992,-2.065689798,1.913904713,-1.158791303,-0.575187313,-0.848211733
0.902302882,-1.480501368,-0.544376624,0.689077379,-0.439978803,1.963399985
-0.76796611,0.773281363,-0.276737902,-0.320820723,-0.013001316,-0.08528829
0.003204636,-0.458914033,-0.978432905,0.440668951,0.051116528,1.979414794
0.22912165,-1.434642517,2.252038334,0.836372229,-0.668380073,-1.155693055
-0.961902782,0.106156141,1.593334677,1.969455878,0.705405164,-0.564852052
1.894917081,-0.841025774,1.697107067,-0.101855347,-0.347243402,1.659368244
-0.172564953,0.452144936,1.435391628,-1.17587996,1.688022202,1.149760512
-1.02161583,0.361336608,0.577195306,0.66459801,0.417424143,0.216389373
-1.187730957,0.109606591,0.369128936,-0.777900231,-0.088394366,0.296963308
2.574623746,-0.66299741,-1.732389067,0.185766719,-1.197147457,3.623285773
0.32194496,-0.6655686,0.243588129,0.022451605,-1.295996381,-0.446800191
0.18668012,-2.129479345,0.88548032,0.942749104,-1.207001156,-0.510163651
-0.136985445,-2.490977761,0.344580019,0.684425833,0.159869387,0.30536004
-0.384279902,-0.137415007,-1.933396624,0.206539586,1.532236192,5.082893571
-0.342683747,-1.141690285,2.353292589,1.041354336,-0.856255829,-2.800398998
1.302414452,-2.192492685,-0.832585834,1.158525568,-1.062435276,4.098171139
0.340689336,0.206730151,-0.619554822,-0.637710097,-0.032580745,3.516539743
0.041208361,-0.150052705,0.916429412,-1.175228531,-1.346729549,-0.18349473
-0.375503571,-1.298573434,-0.245454123,-1.084421665,-0.23421356,0.931124569
0.583555163,-0.44460476,0.652476453,0.56891068,0.134559554,0.354820608
-0.89527541,-1.401441853,1.186207281,0.570286243,0.94225754,-0.140333631
1.490080106,-1.679177533,1.664092263,0.520874343,0.388415732,0.365410546
0.50297182,-1.01021412,0.567394468,1.646217026,0.166434285,0.804989611
-0.944173448,0.531303714,0.062496964,1.441869765,-0.67891237,-0.992793366
-0.160149734,-0.0437095,-0.664949283,2.03629997,0.17196646,3.731504249
-1.240376118,0.116686505,0.268215949,0.350245072,0.404383126,0.702421448
0.746757294,-0.103971217,0.790210207,0.764430643,-0.782972179,0.708578539
-1.378681954,1.277118154,1.960502075,0.795707653,-0.233634986,-3.997243102
0.882086913,-2.324544092,2.625905114,1.749493993,-0.388030659,-0.532228344
1.82180379,1.35022733,0.913380909,0.663875359,0.468650398,3.53960479
1.023441091,0.429255943,-1.48194118,1.073058525,0.664084261,5.934409416
1.602493742,-0.907167682,1.912082285,0.308720076,0.973124737,-0.587449854
-0.356100087,-2.708614229,1.532947983,-0.990247555,-0.04238506,-2.834905821
-1.639989085,-1.337251607,1.209485168,0.373618022,-0.293087385,-3.434537065
0.33134646,-1.236656907,1.623739678,0.309888605,1.41785756,1.455733491
1.564565789,-0.240851707,3.530720854,3.189869934,1.00128861,0.380219719
-0.11666068,-0.048027673,1.702352939,3.330625543,-0.185694238,0.913906136
0.510309429,-0.10706987,-0.544074355,0.912979832,0.863283282,4.449934513
-2.26606387,0.273791435,-0.215378611,0.530686328,-1.185470048,-0.573646233
-0.650476063,0.470135819,-0.913020994,0.481861195,-0.734877521,0.604207426
1.198997436,0.221406118,0.407530587,0.701615545,-0.669824911,1.799148806
0.117542539,-0.512269832,-0.610598005,1.404851196,0.389653231,2.451325301
0.470087621,-0.511735969,2.60348252,0.226374623,-1.445025676,-1.635485069
1.079678748,0.716362175,1.328081526,-0.442610882,0.164503785,2.66225229
-0.338799513,0.008119752,1.005951749,-0.649376093,-0.431323039,-0.997272103
-0.821448107,-3.029109326,-0.247294826,0.455393103,-0.433329883,-0.170244315
2.569808629,-0.67010051,-2.164465155,2.258387508,1.179447738,7.387766733
0.989144733,-1.358380042,2.189798501,1.617370224,-0.171413544,0.809915655
0.997767942,-0.201354702,-0.186251284,-0.046346148,-0.675308927,2.470460445
0.151218811,-3.047827909,0.685137674,0.515125997,-0.690948507,0.386370512
-0.000857447,-1.383216859,0.230592626,1.2691285,-0.686759115,1.132740598
1.527785377,1.171988932,-1.014957444,2.064112323,-0.347623466,2.630406985
0.584682114,-1.107584378,-1.113172985,-0.591405406,-0.480650349,3.620078158
-1.5888155,0.229818625,-1.230602158,-0.236765141,0.452551556,1.0248925
1.088953584,-0.499263301,-0.750141775,1.192292106,-1.234587069,3.725397477
0.392876551,-0.199845994,-1.715761046,1.68917342,-0.18915782,2.571375251
2.259560569,0.391529676,0.690832981,2.416635416,-0.269651685,1.505869215
1.677880964,-0.178523187,-0.027074243,0.225202095,0.695782798,4.190234848
-0.056256438,-0.577108001,-0.015824192,0.844475751,0.279557956,2.319078173
0.62872404,-0.304558113,0.373786751,-0.158512658,0.521729044,0.685082556
1.056819067,-1.624643953,-0.352017744,1.626725304,-0.702892211,1.761575598
0.644043054,-0.954094902,2.119189172,0.731199489,-0.484593276,-1.60270965
-0.365933756,-0.991251282,0.89935147,1.701515035,0.052962149,0.194221799
1.680792142,0.458030179,0.221580407,-1.158554712,0.366034756,2.183603598
1.976669495,-1.564527435,0.587272586,1.216077198,0.260721312,2.423439605
-0.758982331,-0.47383677,0.721715258,-2.441141109,-1.245057841,-1.410321365
-2.337720989,-1.205871604,-0.219429143,-0.218803142,0.165138301,1.318433621
1.123800674,-0.341636958,0.009078637,0.659287809,-1.4960049,1.066507509
0.798594067,-1.159030497,-0.347830828,-0.259918666,-1.499969757,2.642767314
-0.14958292,-1.101505479,2.225375268,-0.566556153,-0.208544243,-1.789104891
0.790808302,-0.553079056,-1.511642971,-1.001620444,-0.292475802,4.428685764
0.259228547,-0.687084265,0.910687731,0.265081569,-0.230029774,-0.384864391
-1.566619416,1.24200852,-1.827717959,1.843000382,-0.184738889,1.845582807
1.872710036,-0.393976686,1.081293195,-0.558181635,-0.133099131,2.349819525
0.93525593,-1.408372708,0.557966737,0.298327352,0.694212927,1.150270843
-0.017680436,-0.367935768,-0.156448398,2.033452853,0.210635871,1.475306848
0.839681437,-0.967005775,-0.121177697,0.11408325,0.398709068,2.699759939
-1.88177701,0.424050478,0.323064621,0.066923564,-0.58967132,0.432191153
-0.283919796,-0.344603667,-1.379190531,1.582105271,-0.587558782,3.16400998
2.509045986,-0.663009923,0.212002685,-0.209623246,-0.939946546,3.272749368
-0.90796209,0.125775893,1.762248004,0.752892758,-0.111513148,-0.64738426
1.067267017,-1.500007329,2.142767643,1.41850017,0.009189011,0.659817798
0.900657456,-0.712626329,0.718162333,-0.282184039,-0.525177897,1.439243981
-0.98751747,-1.906040573,-0.743052486,0.700513446,-1.283471646,0.96934127
-1.350287867,-1.613332166,0.311368408,0.052924985,-0.615381633,-0.211216017
-0.569045766,0.253852502,0.722668079,-1.185928377,-0.437701652,0.134606564
-0.899445532,-1.451058889,-0.330023356,2.089478581,-0.864685986,1.888398109
-0.041196412,-1.400541347,0.086786023,1.293855881,0.307652971,0.266941987
-0.158134647,-2.19376658,-0.79030448,0.041479939,-0.113920479,3.584055261
0.355081298,-0.366264199,1.542533079,-0.362993869,0.439988844,-1.047741325
-0.143416834,-0.142314082,1.370289471,-0.958682448,-1.142831979,-1.009895648
0.537859844,-1.606968073,-0.888429372,0.471181381,0.446033286,4.526021455
