temperature,humidity,weekend,consumption_kwh,high_demand_alert
17.84512602402056,21.051423750593734,0,22.542331928295628,0
31.008778570557958,37.03279722633495,0,42.65316154412523,0
1.791911402885864,86.55567494575872,0,48.5170831387284,1
37.82706142168793,89.91871168628971,0,52.18716224902481,1
21.08796127757688,24.25971996793895,1,25.744435697829694,0
23.74479801438327,41.65084195606675,0,32.364536050764045,0
29.338457069538464,59.13214934362639,1,38.842596600878146,1
26.60831968587558,60.46312886051266,0,34.3685379002131,0
20.410070081542813,85.33228574164612,0,25.012911460118463,0
18.63658632793242,73.75358312815867,0,28.98351007325664,0
19.45545465334132,81.87920506640114,0,25.994031226091042,0
14.836510007246314,31.371085551491376,0,24.23399782081483,0
15.498638389325237,44.05877258485949,0,21.724585728178166,0
39.209726027437675,43.23871926767681,0,62.58468350274203,1
37.73706604376079,20.362245090388498,0,52.872088428298106,1
17.603971127098376,78.11437392884417,1,29.04439354814349,0
23.700223516076466,43.40820291985418,0,21.08303807928816,0
13.01633272303814,49.98576747293028,0,32.71258510394706,0
34.59233014935314,65.57760607378218,1,44.93452785399418,1
18.378715633183344,85.08494218613806,0,25.924104375730735,0
27.66470465036732,83.65315781967595,1,36.561042665511,0
22.946173319533205,34.861887025033404,0,33.16560034653643,0
6.523875902753686,74.57975696245524,0,33.53051134859393,1
9.973358834966369,60.43522998597491,1,34.51202030500484,0
8.448486520288059,40.404106633700145,0,26.832791584272755,0
3.3576191917097598,87.8551578368006,1,40.82945960406632,0
14.185004553430666,58.712675175754065,0,22.81546648324737,0
37.36654518645707,60.87312188151639,0,51.41298515537033,1
29.656234608134632,34.41853389944383,0,30.806662999361794,0
2.4939929635448177,51.34637436573489,0,37.51925088954043,1
17.324725256001024,71.56116250240878,1,31.409061013751028,0
9.79302337733802,72.95319802763002,0,29.790288953103783,0
1.4244658739366578,83.59122658625019,1,45.7455408290213,1
0.09753882683757542,76.95689628683034,1,49.08450975833508,1
33.16314452598519,22.464889554608625,1,41.85770276008642,0
10.970459284878235,88.85606187608383,1,33.495479960146966,0
31.47043757169154,85.37869041032961,0,40.141625836457656,0
2.1980826053170155,22.914509510939826,0,46.37974867200023,1
39.991142003092875,63.518983120654255,1,64.8472327419533,1
35.7533459154242,27.95696172822518,0,43.46523679637515,1
22.594613690725666,23.242177422750927,0,25.213045044869205,0
10.625112210166856,66.99354127315318,0,34.08009088238601,0
15.59977068412925,49.39264251728371,1,33.19575599860497,0
16.224098439383432,53.97833029458329,1,23.573550056879828,0
4.031274675462968,74.69803643258925,0,29.951817776829962,1
5.6545346810545905,71.73120085843559,1,36.5420591465541,0
32.81787991085285,30.445150331944564,0,35.08686544739727,0
4.146400382901585,72.56194377852268,0,38.83868335537956,1
7.446052829383865,57.12119650724553,0,35.14946015457553,0
27.978679973874204,24.150010397188353,0,29.51357937465658,0
29.88730859093859,32.48403061345411,0,40.342512805836755,1
19.7419281499687,31.81318102337279,0,25.69401937703787,0
20.0151275278203,82.88928306752773,0,26.359634449741673,0
33.562766017632775,28.659556027617555,0,34.03273828296451,0
2.302031614801585,88.05139222561637,0,43.38218462648843,1
25.99387934547709,70.07012535312535,0,27.565554951168266,0
26.746718156355787,76.66519112359846,0,31.060451002557222,0
7.438760695374715,80.97369315001033,1,32.42741258737438,1
35.65239027909919,51.624225595137624,0,46.986693706117286,1
20.06704893082578,56.945425624207054,1,29.1958208329142,0
9.724646202030192,23.559814488215636,0,31.011282216600165,0
15.949255258128566,56.137000589677164,0,33.371791523987596,0
33.81587893171422,71.1338174704231,0,46.30159178025849,0
22.666627893447895,68.41635653263057,0,26.51846072105268,0
12.652981168533412,76.16180089646485,0,40.6600724141398,0
36.68487357091743,61.485843591841615,1,45.66340450994343,1
9.566176465612163,32.03355109596263,1,33.2679911443126,0
22.79558401878632,40.15256179869122,0,31.409993711953874,0
17.364522122118334,28.809627037273142,0,29.532763767433483,0
33.6561930308919,82.22889969404194,0,40.62181397167641,1
26.22585918354619,64.86400699597527,0,27.57386201833258,1
16.223826996204302,60.59162938846677,0,21.88525929982365,0
20.29904900692239,87.31613644019669,0,32.427697901534145,0
19.788726540026097,28.286350120678787,0,26.304991093505148,0
7.642828724789523,74.30553794253906,1,43.63307956882281,1
13.82324377037277,89.51464515739548,0,28.67918212290682,0
31.287750339741322,23.834479421765536,0,29.17252871276595,0
17.14726689016546,62.98161380157479,0,29.943324320264292,0
19.2992961586883,67.2646326161287,0,25.56139604140787,0
33.38289029085529,43.545639168640456,0,34.22533984669498,0
15.624051621141192,41.90712565407891,0,14.383056858718701,0
35.09078710223869,77.90990741646846,0,43.45980575309122,1
37.36400062524796,50.61462690098405,0,52.774103040304404,1
13.097437787021082,75.89891181149243,0,28.409521490248338,0
11.005323543021337,58.77196731315444,0,30.95829757884013,0
8.841849088212768,81.27330595631841,0,27.197186663459874,0
6.945985916630293,25.629229739936928,1,26.65735772980376,0
1.9117652804958052,54.96406442572295,0,41.546270285774064,1
36.02369536945904,88.5883739076881,0,44.21475920679483,1
31.746319927648393,36.963415573595476,0,36.15083683704518,0
8.216359540680273,58.894077131552386,0,45.44211244024397,0
3.096102394139537,76.11349829775945,1,39.61944268748084,0
36.88269438362118,80.19916559959556,0,47.74884909330658,0
31.440376419506283,65.5149505561875,0,34.544053119827296,0
11.604787376917617,76.82312142537296,0,28.838760445653403,0
13.637441508492314,32.896366194281214,1,27.470525716165504,0
19.77991664195931,35.72260434736036,1,33.57371271289828,0
34.97215159845871,32.96844437913176,0,45.762163983900834,1
36.2157262186035,45.68923364888367,0,46.80417891560888,1
21.157829937324774,43.238342235317525,0,30.497180313677664,0
1.5207771505397938,42.37290524476607,1,45.062354952348954,1
22.58345384936534,44.067785594449646,0,27.662132545340157,0
16.44798285118783,25.23671844256927,0,22.080879689807844,0
15.079255000878021,66.82996321346467,0,27.994869502646733,0
5.717009606660848,54.11048239664451,0,28.423245458367298,0
