GrLivArea,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GarageArea,BedroomAbvGr,Fireplaces,WoodDeckSF,OpenPorchSF,sale_price_keur,distressed
1362.0,6155.0,6,8,1920,1999,611.0,502.0,3,0,0.0,0.0,261.606,0
952.0,7350.0,5,7,1951,1951,952.0,840.0,2,0,0.0,0.0,286.957,0
1200.0,3180.0,7,5,2005,2005,600.0,480.0,2,0,0.0,166.0,395.93,0
1728.0,8791.0,6,5,2003,2003,864.0,673.0,3,0,216.0,56.0,405.962,0
1456.0,9018.0,7,5,2007,2007,728.0,400.0,3,1,100.0,24.0,350.468,0
1768.0,8158.0,7,5,2003,2003,884.0,543.0,3,0,0.0,63.0,413.658,0
866.0,3880.0,5,9,1945,1997,686.0,0.0,2,0,58.0,42.0,186.206,0
2624.0,22420.0,6,6,1918,1950,1370.0,864.0,4,1,0.0,0.0,431.154,0
1391.0,4282.0,7,5,2004,2004,1391.0,530.0,2,0,156.0,158.0,370.922,0
774.0,4270.0,3,6,1931,2006,544.0,0.0,3,0,0.0,0.0,152.971,0
1750.0,9000.0,5,6,1880,1991,636.0,240.0,3,0,0.0,0.0,227.32,0
1688.0,12798.0,6,5,1997,1997,616.0,603.0,4,0,403.0,114.0,354.475,0
1150.0,7945.0,5,6,1959,1959,1150.0,300.0,3,0,0.0,0.0,262.418,0
1718.0,12456.0,10,5,2006,2007,1700.0,786.0,3,1,216.0,48.0,534.573,0
1113.0,9600.0,5,7,1950,2007,1113.0,264.0,3,1,0.0,80.0,245.597,0
1797.0,9245.0,7,5,2006,2006,939.0,639.0,3,0,144.0,53.0,508.781,0
1852.0,9066.0,8,5,1999,2000,1004.0,660.0,3,2,224.0,106.0,445.483,0
804.0,7200.0,5,7,1940,1992,788.0,240.0,2,2,0.0,0.0,160.793,0
2868.0,16056.0,9,5,2005,2006,1992.0,716.0,4,1,214.0,108.0,617.096,0
1350.0,9020.0,6,5,1964,1964,1248.0,520.0,3,0,176.0,0.0,367.801,0
1912.0,10800.0,6,7,1905,2000,482.0,672.0,3,1,0.0,25.0,313.425,0
1717.0,13758.0,7,5,1990,1991,1156.0,400.0,3,1,168.0,36.0,427.09,0
1225.0,9320.0,4,5,1959,1959,950.0,0.0,3,0,352.0,0.0,305.925,0
987.0,1680.0,6,5,1972,1972,483.0,288.0,2,1,0.0,0.0,276.944,0
866.0,3880.0,5,9,1945,1997,686.0,0.0,2,0,58.0,42.0,182.621,0
1242.0,9600.0,7,6,1973,1973,1242.0,528.0,3,1,0.0,0.0,378.938,0
1015.0,6120.0,5,7,1925,1950,768.0,450.0,3,0,0.0,0.0,300.428,1
1940.0,10159.0,9,5,2009,2010,1930.0,606.0,3,1,168.0,95.0,546.002,0
838.0,10267.0,6,7,1918,2000,816.0,275.0,2,0,0.0,0.0,245.212,0
1276.0,9571.0,5,3,1958,1958,1276.0,350.0,3,0,0.0,0.0,307.856,0
1236.0,7407.0,6,7,1957,1996,912.0,923.0,2,0,0.0,158.0,330.952,0
2087.0,12205.0,6,8,1966,2007,832.0,444.0,5,0,133.0,168.0,312.742,0
1776.0,14006.0,7,5,2002,2002,936.0,474.0,3,1,144.0,96.0,398.67,0
630.0,1890.0,4,7,1972,1972,630.0,0.0,1,0,88.0,0.0,182.889,0
1283.0,7763.0,5,7,1962,1980,931.0,506.0,3,0,0.0,0.0,309.801,0
1026.0,7930.0,6,8,1969,2005,1026.0,440.0,3,0,171.0,48.0,289.939,0
1500.0,8846.0,6,5,2005,2006,750.0,564.0,3,0,0.0,35.0,400.932,0
1416.0,12665.0,5,8,1915,1950,876.0,720.0,4,1,418.0,0.0,282.931,0
1216.0,8480.0,5,5,1947,1950,832.0,336.0,2,0,158.0,0.0,190.495,0
1710.0,9291.0,6,5,1993,1993,832.0,506.0,3,0,144.0,70.0,369.259,0
1296.0,10791.0,4,5,1967,1967,0.0,516.0,2,0,0.0,0.0,234.626,0
1067.0,9600.0,4,7,1950,1995,1067.0,436.0,2,0,290.0,0.0,303.76,1
2332.0,12474.0,10,5,2007,2008,1682.0,846.0,3,1,196.0,134.0,522.277,0
1576.0,21384.0,5,6,1923,2004,1324.0,528.0,3,1,0.0,312.0,247.684,1
1520.0,4500.0,5,5,1932,2000,793.0,281.0,3,0,0.0,0.0,239.203,1
990.0,13568.0,5,5,1995,1995,990.0,576.0,3,0,224.0,0.0,343.358,0
894.0,7094.0,5,5,1966,1966,894.0,384.0,3,0,0.0,0.0,267.739,0
2060.0,10029.0,6,5,1988,1989,1151.0,521.0,4,1,0.0,228.0,391.811,0
894.0,9450.0,4,5,1954,1954,894.0,400.0,3,0,0.0,0.0,192.807,0
1012.0,8263.0,6,5,1920,1950,1012.0,308.0,2,1,0.0,22.0,268.163,1
816.0,5890.0,6,8,1930,2007,816.0,432.0,2,0,0.0,0.0,252.785,0
1726.0,9416.0,7,5,2007,2007,1726.0,786.0,3,1,171.0,138.0,472.981,1
1844.0,16381.0,6,5,1969,1969,1844.0,540.0,3,1,0.0,73.0,374.961,0
1561.0,7313.0,9,5,2005,2005,1561.0,556.0,2,1,203.0,47.0,503.253,0
1396.0,8730.0,6,7,1915,2003,698.0,384.0,3,0,0.0,0.0,253.097,0
1652.0,5330.0,8,5,2000,2000,1494.0,499.0,2,0,96.0,48.0,432.584,1
1088.0,3696.0,8,5,1986,1986,1074.0,461.0,2,0,0.0,74.0,349.985,1
1668.0,10635.0,8,5,2003,2003,1657.0,502.0,3,1,0.0,262.0,409.167,0
2034.0,9375.0,7,5,1997,1998,1057.0,645.0,3,0,576.0,36.0,411.557,0
1728.0,13101.0,5,5,1965,1965,1728.0,576.0,6,0,0.0,0.0,412.824,0
796.0,3636.0,4,4,1922,1950,796.0,0.0,2,0,0.0,0.0,199.23,1
1477.0,6292.0,7,7,1928,1950,861.0,216.0,3,1,0.0,50.0,282.457,0
3112.0,25419.0,8,4,1918,1990,1360.0,795.0,4,1,0.0,16.0,500.12,0
1360.0,5814.0,8,5,1984,1984,1220.0,565.0,1,1,63.0,0.0,371.939,0
2285.0,11000.0,8,5,2000,2000,969.0,648.0,4,1,0.0,56.0,483.102,0
1710.0,9291.0,6,5,1993,1993,832.0,506.0,3,0,144.0,70.0,346.722,1
1634.0,11428.0,8,5,2006,2006,1626.0,866.0,3,1,0.0,44.0,505.8,0
1728.0,13101.0,5,5,1965,1965,1728.0,576.0,6,0,0.0,0.0,374.581,1
1146.0,9590.0,7,5,2003,2003,868.0,438.0,3,1,160.0,22.0,351.646,1
1573.0,6120.0,4,7,1935,1995,884.0,240.0,3,0,0.0,0.0,288.396,0
1509.0,7875.0,7,5,2003,2003,783.0,393.0,3,1,0.0,75.0,434.594,0
2062.0,14364.0,7,5,1988,1989,1157.0,454.0,3,1,60.0,55.0,407.152,0
1117.0,7819.0,6,5,1976,1976,1029.0,672.0,3,1,144.0,0.0,344.471,0
884.0,9180.0,5,7,1983,1983,840.0,504.0,2,0,240.0,0.0,340.419,0
2715.0,8963.0,8,9,1976,1996,1142.0,831.0,4,2,0.0,204.0,510.364,0
1416.0,2572.0,7,5,1999,1999,696.0,484.0,3,0,0.0,44.0,370.09,1
1644.0,9480.0,5,7,1942,1995,728.0,312.0,3,2,168.0,0.0,283.223,0
1518.0,12677.0,8,5,2003,2004,1518.0,588.0,1,1,185.0,140.0,427.382,0
1077.0,9786.0,3,4,1922,1950,1007.0,210.0,3,1,0.0,100.0,197.08,0
1048.0,7200.0,5,5,1950,1950,0.0,420.0,3,0,0.0,27.0,192.126,0
1468.0,9612.0,8,5,2008,2009,1468.0,898.0,3,1,210.0,150.0,482.839,0
2784.0,16692.0,7,5,1978,1978,1392.0,564.0,5,2,0.0,112.0,465.966,0
1440.0,5000.0,5,4,1900,1950,540.0,352.0,3,0,0.0,0.0,276.495,1
1158.0,6000.0,6,7,1929,1950,862.0,208.0,3,1,0.0,0.0,310.778,0
1530.0,16158.0,7,5,2005,2005,1530.0,430.0,3,1,168.0,36.0,402.438,0
2291.0,7200.0,6,6,1910,1998,1214.0,506.0,4,1,0.0,0.0,399.644,0
788.0,7446.0,4,5,1941,1950,788.0,0.0,2,2,0.0,0.0,173.732,0
1566.0,9000.0,8,5,2008,2008,1566.0,750.0,3,0,144.0,168.0,460.391,0
1212.0,9100.0,7,5,2001,2001,1212.0,573.0,3,0,356.0,0.0,353.233,1
1288.0,14963.0,8,5,1996,1996,1260.0,500.0,1,2,120.0,30.0,407.531,1
1839.0,7700.0,6,5,1966,1966,756.0,442.0,4,1,0.0,124.0,309.677,0
1287.0,9830.0,5,7,1959,2006,1063.0,576.0,3,1,364.0,17.0,288.375,0
1647.0,12984.0,5,6,1977,1977,1430.0,621.0,3,1,0.0,0.0,323.809,0
1266.0,7500.0,7,5,2005,2005,1257.0,453.0,3,1,38.0,144.0,384.539,0
1740.0,13125.0,7,6,1940,1984,800.0,240.0,3,2,0.0,0.0,341.49,0
988.0,1596.0,4,5,1973,1973,462.0,297.0,2,0,120.0,101.0,201.287,0
2230.0,6204.0,4,5,1912,1950,795.0,440.0,5,0,0.0,188.0,290.22,1
720.0,7879.0,4,5,1920,1950,720.0,0.0,2,0,0.0,523.0,206.347,0
2704.0,13860.0,8,7,1972,1995,1952.0,538.0,4,3,269.0,111.0,469.287,1
1694.0,10475.0,8,5,2008,2008,1694.0,776.0,3,0,160.0,33.0,507.505,1
3395.0,10896.0,6,7,1914,1995,1440.0,0.0,8,0,0.0,110.0,439.495,0
1114.0,13695.0,5,5,2004,2004,1114.0,576.0,3,0,0.0,102.0,422.038,0
796.0,8777.0,5,7,1910,1950,796.0,0.0,2,0,328.0,0.0,219.109,0
3608.0,22950.0,10,9,1892,1993,1107.0,840.0,4,2,0.0,260.0,526.132,0
1557.0,3196.0,7,5,2003,2004,1374.0,420.0,2,1,143.0,20.0,449.509,0
2596.0,16259.0,9,5,2006,2006,1249.0,840.0,4,0,240.0,154.0,608.325,1
1178.0,10000.0,5,6,1973,2000,1176.0,439.0,3,1,224.0,0.0,240.912,0
1482.0,12155.0,6,8,1925,1950,672.0,400.0,4,0,0.0,0.0,245.749,0
1375.0,11310.0,6,5,1954,1954,1367.0,451.0,2,1,0.0,30.0,314.828,1
1040.0,8544.0,3,4,1950,1950,0.0,400.0,2,0,0.0,0.0,165.824,0
1204.0,4500.0,6,5,1998,1998,1204.0,412.0,2,0,0.0,247.0,390.683,0
1456.0,7585.0,5,3,1948,1950,810.0,280.0,4,1,0.0,0.0,272.675,0
1200.0,11767.0,5,6,1946,1995,768.0,240.0,3,0,0.0,0.0,273.037,0
1547.0,8640.0,7,5,2009,2009,756.0,614.0,3,0,169.0,45.0,403.132,0
1188.0,12160.0,5,5,1959,1959,1188.0,531.0,3,0,0.0,0.0,332.038,0
2504.0,11198.0,9,5,2005,2007,1122.0,656.0,4,1,144.0,39.0,580.026,0
1494.0,9549.0,8,5,1995,1996,1494.0,481.0,2,1,0.0,30.0,456.408,0
958.0,4928.0,6,5,1976,1976,1078.0,440.0,2,1,0.0,205.0,326.179,0
1889.0,10120.0,7,4,1910,1950,925.0,308.0,4,1,0.0,0.0,330.753,0
1964.0,8525.0,5,6,1911,1950,940.0,0.0,4,0,0.0,192.0,314.671,1
1734.0,9786.0,6,7,1962,1981,912.0,440.0,3,1,0.0,0.0,334.925,0
1944.0,12378.0,9,5,2003,2004,1896.0,708.0,3,3,208.0,175.0,529.538,0
1414.0,8773.0,7,5,2004,2004,1414.0,494.0,3,0,132.0,105.0,436.983,1
1002.0,8750.0,5,6,1970,1970,1002.0,902.0,3,0,0.0,0.0,351.344,0
1472.0,14115.0,7,5,1980,1980,1372.0,588.0,3,2,233.0,48.0,403.957,0
980.0,7064.0,5,6,1977,1977,980.0,484.0,3,0,192.0,0.0,221.716,0
796.0,8777.0,5,7,1910,1950,796.0,0.0,2,0,328.0,0.0,281.75,0
1232.0,7314.0,7,5,2007,2007,1232.0,632.0,2,0,132.0,0.0,438.962,0
2035.0,9505.0,7,5,2001,2001,884.0,434.0,3,1,144.0,48.0,432.572,0
1385.0,8520.0,5,4,1952,1952,910.0,720.0,4,0,0.0,0.0,292.96,0
2646.0,9900.0,7,5,1993,1993,1347.0,656.0,4,1,340.0,60.0,471.511,0
1358.0,8198.0,7,5,2004,2004,1358.0,484.0,2,1,192.0,30.0,374.362,0
1456.0,9018.0,7,5,2007,2007,728.0,400.0,3,1,100.0,24.0,386.423,0
480.0,9000.0,2,3,1949,1950,480.0,308.0,1,0,0.0,0.0,111.39,1
1690.0,8063.0,6,5,2000,2000,924.0,463.0,3,1,100.0,48.0,400.225,0
1557.0,3196.0,7,5,2003,2004,1374.0,420.0,2,1,143.0,20.0,384.318,0
894.0,10650.0,5,6,1976,1976,894.0,308.0,3,0,365.0,0.0,241.056,0
1208.0,6762.0,7,5,2007,2007,1208.0,628.0,2,0,105.0,54.0,437.835,0
1573.0,2117.0,6,5,2000,2000,756.0,440.0,3,0,0.0,32.0,399.216,0
1718.0,12456.0,10,5,2006,2007,1700.0,786.0,3,1,216.0,48.0,554.625,0
1786.0,11250.0,7,5,2001,2002,920.0,608.0,3,1,0.0,42.0,461.621,0
1902.0,8930.0,6,5,1978,1978,0.0,539.0,4,0,0.0,0.0,380.21,0
1363.0,7740.0,4,7,1910,1950,622.0,528.0,3,0,0.0,0.0,181.644,1
1710.0,12118.0,7,5,2004,2005,1710.0,550.0,3,1,100.0,48.0,483.982,0
2110.0,8880.0,7,5,1994,2002,948.0,463.0,3,2,0.0,130.0,399.462,0
2078.0,10800.0,8,5,2007,2008,1034.0,836.0,3,1,0.0,102.0,589.128,0
1276.0,9571.0,5,3,1958,1958,1276.0,350.0,3,0,0.0,0.0,323.076,0
969.0,10356.0,5,6,1975,1975,969.0,440.0,3,0,0.0,0.0,258.637,1
1656.0,11096.0,8,5,2006,2006,1656.0,826.0,3,0,0.0,146.0,488.047,0
2728.0,20431.0,9,5,2005,2006,1848.0,706.0,4,2,0.0,0.0,608.89,0
832.0,7227.0,6,6,1954,1954,832.0,528.0,2,0,0.0,0.0,298.272,0
1634.0,11428.0,8,5,2006,2006,1626.0,866.0,3,1,0.0,44.0,494.936,1
1236.0,7407.0,6,7,1957,1996,912.0,923.0,2,0,0.0,158.0,321.36,0
1564.0,8400.0,6,6,1980,1981,650.0,476.0,3,1,0.0,50.0,306.144,0
1790.0,9179.0,7,5,1999,1999,873.0,588.0,3,0,0.0,88.0,477.238,0
1393.0,16466.0,5,7,1955,1955,816.0,300.0,3,0,121.0,0.0,230.815,0
2794.0,15138.0,8,5,1995,1996,1462.0,810.0,4,1,0.0,146.0,540.065,0
1632.0,9130.0,6,8,1966,2000,800.0,484.0,4,0,0.0,40.0,312.736,0
796.0,3636.0,4,4,1922,1950,796.0,0.0,2,0,0.0,0.0,147.19,0
1141.0,13072.0,6,5,2005,2005,1141.0,484.0,3,0,0.0,0.0,316.637,0
952.0,8475.0,4,7,1956,1956,952.0,283.0,2,0,0.0,0.0,188.499,0
1040.0,7200.0,4,5,1949,1950,0.0,420.0,2,0,0.0,0.0,172.919,0
1086.0,13400.0,5,5,1966,1966,1024.0,484.0,3,1,0.0,0.0,304.924,0
1469.0,10320.0,6,7,1906,1995,756.0,216.0,3,0,57.0,0.0,291.978,0
1800.0,8123.0,6,5,2000,2000,982.0,463.0,3,1,100.0,63.0,411.305,0
988.0,9945.0,5,5,1961,1961,988.0,572.0,3,0,0.0,0.0,235.28,1
1389.0,3378.0,7,8,1946,1992,651.0,240.0,3,2,0.0,0.0,310.169,0
1113.0,7917.0,6,7,1976,1976,1143.0,504.0,3,1,370.0,30.0,298.449,0
2035.0,9505.0,7,5,2001,2001,884.0,434.0,3,1,144.0,48.0,420.16,0
1111.0,5700.0,7,7,1926,1950,572.0,288.0,2,1,0.0,0.0,267.061,0
4676.0,40094.0,10,5,2007,2008,3138.0,884.0,3,1,208.0,406.0,932.676,0
1395.0,12936.0,6,6,1972,1972,723.0,497.0,3,1,294.0,116.0,308.673,0
774.0,4270.0,3,6,1931,2006,544.0,0.0,3,0,0.0,0.0,213.312,0
833.0,5400.0,5,7,1954,2000,833.0,326.0,2,0,0.0,0.0,291.832,0
1319.0,10634.0,5,6,1953,1953,608.0,270.0,3,0,66.0,0.0,249.346,0
2654.0,11029.0,6,7,1968,1984,1054.0,619.0,4,1,0.0,65.0,427.569,0
1720.0,8244.0,7,5,2004,2004,840.0,440.0,3,1,100.0,48.0,417.005,0
1258.0,12900.0,4,4,1969,1969,1198.0,400.0,0,0,120.0,0.0,255.261,0
1824.0,13515.0,6,6,1919,1950,764.0,520.0,3,1,0.0,0.0,361.068,0
1622.0,32463.0,4,4,1961,1975,1249.0,1356.0,3,1,439.0,0.0,350.596,0
1054.0,8800.0,6,7,1963,1963,936.0,480.0,3,0,120.0,0.0,279.413,0
1285.0,8635.0,5,5,1948,2001,672.0,240.0,2,0,0.0,0.0,229.105,0
1114.0,13695.0,5,5,2004,2004,1114.0,576.0,3,0,0.0,102.0,378.095,0
2290.0,11340.0,4,6,1885,1950,777.0,560.0,4,0,0.0,0.0,326.329,0
1322.0,2308.0,6,5,1974,1974,855.0,440.0,3,1,260.0,0.0,333.825,0
1908.0,8750.0,7,5,1994,1995,915.0,493.0,4,1,144.0,133.0,361.518,0
1188.0,12160.0,5,5,1959,1959,1188.0,531.0,3,0,0.0,0.0,333.627,0
1078.0,9717.0,5,6,1950,1996,1078.0,240.0,2,0,366.0,0.0,259.812,0
988.0,21750.0,5,5,1954,1954,988.0,520.0,2,0,0.0,0.0,221.601,1
974.0,10712.0,5,5,1991,1992,974.0,0.0,3,0,0.0,28.0,263.905,0
1362.0,7577.0,6,5,2005,2006,1362.0,460.0,2,1,192.0,28.0,336.084,1
858.0,8125.0,4,4,1971,1971,858.0,0.0,3,0,0.0,0.0,201.83,0
